taxon_name,total_bases,full_lineage,taxid_lineage,taxid
Peptostreptococcus stomatis DSM 17678,1988044,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus stomatis;Peptostreptococcus stomatis DSM 17678,131567;2;1783272;1239;186801;3082720;186804;1257;341694;596315,596315
Arcanobacterium haemolyticum DSM 20595,1986154,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium;Arcanobacterium haemolyticum;Arcanobacterium haemolyticum DSM 20595,131567;2;1783272;201174;1760;2037;2049;28263;28264;644284,644284
Aerococcus urinae,1974256,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae,131567;2;1783272;1239;91061;186826;186827;1375;1376,1376
Peptococcus niger,1968473,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger,131567;2;1783272;1239;186801;186802;186807;2740;2741,2741
Granulicatella adiacens,1965420,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella adiacens,131567;2;1783272;1239;91061;186826;186828;117563;46124,46124
Streptococcus infantarius,1958742,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantarius,131567;2;1783272;1239;91061;186826;1300;1301;102684,102684
Weissella paramesenteroides,1947910,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella paramesenteroides,131567;2;1783272;1239;91061;186826;33958;46255;1249,1249
Bartonella henselae,1946727,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella henselae,131567;2;3379134;1224;28211;356;772;773;38323,38323
Haemophilus haemolyticus M21127,1945624,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus haemolyticus;Haemophilus haemolyticus M21127,131567;2;3379134;1224;1236;135625;712;724;726;1028804,1028804
Fusobacterium russii ATCC 25533,1941804,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium russii;Fusobacterium russii ATCC 25533,131567;2;3384189;32066;203490;203491;203492;848;854;1278306,1278306
Coxsackievirus A10,1933568,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A10,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;42769,42769
Streptococcus sp. FDAARGOS_146,1930245,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_146,131567;2;1783272;1239;91061;186826;1300;1301;2608887;1702171,1702171
Leuconostoc falkenbergense,1898884,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc falkenbergense,131567;2;1783272;1239;91061;186826;33958;1243;2766470,2766470
Anaerococcus obesiensis,1894618,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus obesiensis,131567;2;1783272;1239;1737404;1737405;1570339;165779;1287640,1287640
Anaerococcus vaginalis,1893964,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginalis,131567;2;1783272;1239;1737404;1737405;1570339;165779;33037,33037
Haemophilus haemolyticus M19501,1884911,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus haemolyticus;Haemophilus haemolyticus M19501,131567;2;3379134;1224;1236;135625;712;724;726;1028803,1028803
Campylobacter jejuni subsp. doylei,1845051,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. doylei,131567;2;3379134;29547;3031852;213849;72294;194;197;32021,32021
Neisseria cinerea,1832901,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria cinerea,131567;2;3379134;1224;28216;206351;481;482;483,483
Haemophilus haemolyticus HK386,1822726,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus haemolyticus;Haemophilus haemolyticus HK386,131567;2;3379134;1224;1236;135625;712;724;726;1095742,1095742
rhinovirus A1B,1817612,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A1B,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;2777147,2777147
Fusobacterium massiliense,1809170,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium massiliense,131567;2;3384189;32066;203490;203491;203492;848;1852365,1852365
Campylobacter jejuni subsp. jejuni,1806444,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni;Campylobacter jejuni subsp. jejuni,131567;2;3379134;29547;3031852;213849;72294;194;197;32022,32022
Gemella sanguinis,1796606,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;Gemella sanguinis,131567;2;1783272;1239;91061;1385;539738;1378;84135,84135
Gemella morbillorum,1779451,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;Gemella morbillorum,131567;2;1783272;1239;91061;1385;539738;1378;29391,29391
Campylobacter hominis,1718079,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hominis,131567;2;3379134;29547;3031852;213849;72294;194;76517,76517
Parvimonas micra,1715975,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;Parvimonas micra,131567;2;1783272;1239;1737404;1737405;1570339;543311;33033,33033
[Haemophilus] ducreyi,1701311,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi,131567;2;3379134;1224;1236;135625;712;724;730,730
Streptobacillus moniliformis,1685928,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus moniliformis,131567;2;3384189;32066;203490;203491;1129771;34104;34105,34105
Fusobacterium gonidiaformans ATCC 25563,1678881,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium gonidiaformans;Fusobacterium gonidiaformans ATCC 25563,131567;2;3384189;32066;203490;203491;203492;848;849;469615,469615
Poliovirus 3,1672166,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Poliovirus 3,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12086,12086
Getah virus,1650439,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Getah virus,10239;2559587;2732396;2732406;2732461;2732544;11018;11019;59300,59300
Campylobacter upsaliensis,1650243,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter upsaliensis,131567;2;3379134;29547;3031852;213849;72294;194;28080,28080
Lactobacillus jensenii,1609019,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii,131567;2;1783272;1239;91061;186826;33958;1578;109790,109790
Campylobacter lari,1513367,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter lari,131567;2;3379134;29547;3031852;213849;72294;194;201,201
Fannyhessea vaginae,1447017,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea;Fannyhessea vaginae,131567;2;1783272;201174;84998;84999;1643824;2767327;82135,82135
Bartonella bacilliformis,1443410,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella bacilliformis,131567;2;3379134;1224;28211;356;772;773;774,774
Borreliella burgdorferi,1340423,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella burgdorferi,131567;2;3379134;203691;203692;136;1643685;64895;139,139
Poliovirus 1,1250691,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Poliovirus 1,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12080,12080
Chlamydia pneumoniae TW-183,1225935,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia pneumoniae;Chlamydia pneumoniae TW-183,131567;2;3379134;1783257;204428;204429;51291;809;1113537;810;83558;182082,182082
Chlamydia psittaci 6BC,1179220,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia psittaci;Chlamydia psittaci 6BC,131567;2;3379134;1783257;204428;204429;51291;809;1113537;810;83554;331636,331636
Treponema pallidum str. Fribourg-Blanc,1140481,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum str. Fribourg-Blanc,131567;2;3379134;203691;203692;136;2845253;157;160;1155775,1155775
Treponema pallidum subsp. pallidum str. Sea 81-4,1139203,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. pallidum;Treponema pallidum subsp. pallidum str. Sea 81-4,131567;2;3379134;203691;203692;136;2845253;157;160;161;1095955,1095955
Treponema pallidum subsp. endemicum str. Bosnia A,1137653,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema pallidum;Treponema pallidum subsp. endemicum;Treponema pallidum subsp. endemicum str. Bosnia A,131567;2;3379134;203691;203692;136;2845253;157;160;53436;1155776,1155776
Chlamydia trachomatis D/UW-3/CX,1042519,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis;Chlamydia trachomatis D/UW-3/CX,131567;2;3379134;1783257;204428;204429;51291;809;1113537;810;813;272561,272561
rhinovirus A101,939815,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A101,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;1219381,1219381
Tropheryma whipplei str. Twist,927303,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Tropherymataceae;Tropheryma;Tropheryma whipplei;Tropheryma whipplei str. Twist,131567;2;1783272;201174;1760;85006;2805591;2038;2039;203267,203267
Tropheryma whipplei TW08/27,925938,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Tropherymataceae;Tropheryma;Tropheryma whipplei;Tropheryma whipplei TW08/27,131567;2;1783272;201174;1760;85006;2805591;2038;2039;218496,218496
Mycoplasmoides pneumoniae,823017,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides;Mycoplasmoides pneumoniae,131567;2;1783272;544448;2790996;2790998;2995234;2104,2104
Metamycoplasma salivarium,728347,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;Metamycoplasma salivarium,131567;2;1783272;544448;2790996;2895623;2895509;2124,2124
Echovirus E11,710965,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E11,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12078,12078
Coxsackievirus B5,690775,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus B5,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12074,12074
rhinovirus B6,593459,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus B;rhinovirus B6,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147712;147681,147681
Mycoplasmoides genitalium G37,580076,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae;Mycoplasmoides;Mycoplasmoides genitalium;Mycoplasmoides genitalium G37,131567;2;1783272;544448;2790996;2790998;2995234;2097;243273,243273
Coxsackievirus A4,504851,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A4,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;42785,42785
Homo sapiens neanderthalensis,503086,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae;Homo;Homo sapiens;Homo sapiens neanderthalensis,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606;63221,63221
Coxsackievirus A24,447196,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C;Coxsackievirus A24,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950;12089,12089
Vaccinia virus,409099,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Vaccinia virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10245,10245
Monkeypox virus,394067,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Monkeypox virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10244,10244
Variola virus,372353,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Variola virus,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;10255,10255
rhinovirus C11,353358,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C11,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1240004,1240004
Coxsackievirus B3,335424,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Coxsackievirus B3,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12072,12072
rhinovirus C17,331915,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C17,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1219404,1219404
Echovirus E6,324360,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E6,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;12062,12062
rhinovirus C20,311569,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C20,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1418062,1418062
Enterovirus D,306315,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus D,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138951,138951
rhinovirus A78,276650,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A78,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;147685,147685
Coxsackievirus A2,275908,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A2,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;33757,33757
rhinovirus A39,267638,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus A;rhinovirus A39,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;147711;185907,185907
rhinovirus C3,260516,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C;rhinovirus C3,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676;1219377,1219377
Enterovirus C,249657,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950,138950
Rhinovirus C,240472,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Rhinovirus C,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;463676,463676
Human betaherpesvirus 5,235646,Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Betaherpesvirinae;Cytomegalovirus;Cytomegalovirus humanbeta5;Human betaherpesvirus 5,10239;2731341;2731360;2731361;2731363;548681;3044472;10357;10358;3050295;10359,10359
Echovirus E18,229024,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus B;Echovirus E18,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138949;47506,47506
Orthopoxvirus akhmetapox,221923,Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Orthopoxvirus;Orthopoxvirus akhmetapox,10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10242;2200830,2200830
